349.426,1.685
484.89,1.191
659.27,0.45
707.22,0.208
381.642,1.047
683.238,1.794
721.299,2.525
439.376,2.364
678.702,2.392
481.931,2.34
686.029,2.964
686.495,5.89
560.005,4.253
404.724,5.591
514.479,4.212
485.302,6.46
531.845,7.452
391.937,6.796
338.836,8.687
708.847,7.643
466.284,7.9
376.347,9.068
401.576,10.519
514.226,8.802
702.502,8.891
440.375,9.71
686.717,10.104
348.632,11.956
575.879,12.2
700.067,13.177
364.146,12.167
614.545,13.719
611.863,13.31
462.438,21.34
250.618,21.503
338.182,23.996
411.242,24.364
411.661,26.85
528.231,26.829
833.045,29.446
396.061,30.248
386.795,31.508
634.048,31.297
403.788,33.944
381.197,34.294
423.367,35.207
393.042,37.23
721.693,37.904
331.357,37.28
370.946,38.052
345.047,41.851
464.385,41.704
322.05,42.323
325.509,43.087
456.229,43.987
426.03,44.767
335.861,46.343
321.292,48.472
387.361,48.081
497.98,49.585
199.556,54.243
731.085,53.564
731.541,55.397
272.298,57.355
334.528,60.43
337.402,59.188
440.96,58.613
744.836,59.141
232.702,59.563
426.609,60.638
314.87,62.456
385.653,61.301
211.266,64.22
284.51,64.537
316.175,65.451
321.062,66.032
514.193,65.941
206.412,67.132
393.475,67.824
203.779,67.54
309.377,68.496
328.165,71.102
212.335,69.323
224.738,70.092
317.89,69.724
384.675,71.793
311.641,72.628
334.064,71.967
460.964,70.699
240.746,72.229
324.731,72.933
346.903,72.648
537.033,73.278
261.581,76.275
464.045,76.899
315.392,78.806
473.137,79.896
307.089,82.904
319.606,83.294
308.97,83.718
174.666,84.609
431.562,84.113
317.929,85.556
246.451,85.322
431.588,85.372
309.029,86.926
413.975,86.882
459.054,87.069
304.424,88.483
294.863,89.164
319.481,88.379
302.916,90.376
313.263,91.613
619.169,91.015
516.767,93.371
215.758,96.923
337.771,101.345
378.853,100.439
306.777,103.39
296.12,105.02
247.153,106.223
341.035,107.864
309.532,107.838
418.123,108.227
250.038,107.783
377.016,108.475
477.199,109.083
399.068,109.7
351.73,112.717
424.53,112.232
246.895,113.159
189.294,116.478
344.407,115.894
509.976,118.006
500.45,122.67
766.694,121.955
439.868,122.29
768.89,123.069
323.108,125.781
244.931,128.67
491.129,127.692
300.481,128.52
437.06,129.829
551.759,131.149
427.011,131.047
524.94,132.023
453.839,132.295
554.642,134.853
312.383,135.116
369.95,136.071
381.279,138.161
385.91,138.524
491.779,138.543
314.797,138.928
301.876,139.343
781.371,141.139
553.818,141.835
303.998,144.564
306.563,144.06
512.622,144.06
313.952,144.868
152.342,146.337
222.506,146.839
253.445,146.686
383.58,148.928
362.423,147.948
574.809,150.868
253.449,152.144
285.896,153.311
501.161,158.306
635.937,157.564
344.482,158.643
487.041,158.693
454.322,159.621
691.372,160.276
463.047,161.784
502.694,163.139
592.044,166.215
660.022,166.692
408.906,165.21
318.202,165.652
477.342,166.179
266.923,166.783
479.42,167.19
482.241,167.986
487.953,168.361
460.296,171.863
297.346,173.029
212,170.907
543.794,170.715
474.439,171.789
581.013,172.24
659.663,173.59
464.8,175.379
516.305,179.359
488,176.612
279.645,177.693
532.799,178.698
524.32,179.485
208.944,183.76
364.466,183.424
414.626,184.887
526.967,184.58
508.415,184.469
519.003,184.266
371.266,185.432
438.946,186.968
342.379,186.367
417.052,187.844
206.052,190.18
308.558,192.984
633.954,191.158
347.825,192.485
706.267,191.355
206.1,192.709
739.508,193.625
644.645,195.188
276.815,195.393
576.777,195.927
264.314,197.116
742.066,196.693
298.249,199.681
468.245,197.802
577.817,198.632
236.862,205.075
617.606,205.871
251.496,210.769
401.115,205.41
736.407,206.896
472.468,208.391
632.921,210.37
470.975,210.53
239.687,212.428
600.656,211.248
261.453,211.905
267.708,211.916
619.793,212.421
461.159,212.681
486.194,213.369
604.792,212.551
214.062,214.631
462.574,215.188
599.063,214.799
593.96,214.995
216.837,217.461
461.326,218.352
399.547,221.762
227.421,223.21
463.643,224.277
607.47,224.411
498.47,224.473
704.638,224.596
358.67,226.291
660.359,226.195
580.251,226.52
220.743,232.188
593.683,228.305
663.753,229.215
605.676,229.02
593.562,230.099
796.91,230.416
460.681,233.556
228.275,234.826
309.846,233.772
307.636,235.018
591.636,236.338
548.977,234.362
451.642,235.942
489.945,238.217
755.483,237.286
428.761,237.248
559.662,236.468
599.364,239.248
448.381,239.776
416.783,240.264
216.74,242.972
328.112,243.945
574.235,242.952
312.052,243.821
489.608,245.377
432.287,245.747
527.757,244.663
617.521,246.805
487.702,245.411
220.402,245.671
263.063,246.061
524.527,246.152
230.424,247.055
809.794,246.232
218.857,248.734
243.888,247.454
621.371,248.892
811.903,248.576
385.188,249.345
808.92,248.791
210.655,253.277
